start	end	min_rate	max_rate
8351000	8386000	7.50E-05	7.85E-05
8358000	8393000	0.000160559	0.000175197
8365000	8400000	0.000231802	0.000262817
8372000	8407000	0.000244375	0.000276868
8379000	8414000	0.000241684	0.000274561
8386000	8421000	0.000279795	0.000316705
8393000	8428000	0.000302521	0.000335149
8400000	8435000	0.000261929	0.000284855
8407000	8442000	0.000221731	0.000241964
8414000	8449000	0.000213232	0.000234371
8421000	8456000	0.000232643	0.000261946
8428000	8463000	0.000170895	0.000203606
8435000	8470000	0.000278221	0.00033554
8442000	8477000	0.000297283	0.000358108
8449000	8484000	0.000338473	0.000401066
8456000	8491000	0.000310949	0.000361573
8463000	8498000	0.00028319	0.000324528
8470000	8505000	0.000176229	0.00019566
8477000	8512000	0.000169791	0.000185588
8484000	8519000	0.000142975	0.000160181
8491000	8526000	0.000172652	0.000194042
8498000	8533000	0.000197189	0.000221579
8505000	8540000	0.000183174	0.000198448
8512000	8547000	0.000205044	0.000225588
8519000	8554000	0.000179992	0.000195059
8526000	8561000	0.000135316	0.000146788
8533000	8568000	0.000106997	0.000115352
8540000	8575000	0.000105352	0.000114141
8547000	8582000	7.93E-05	8.34E-05
8554000	8589000	0.000123171	0.000138688
8561000	8596000	0.000130323	0.000146331
8568000	8603000	0.000158515	0.000176005
8575000	8610000	0.000188157	0.000206505
8582000	8617000	0.000229243	0.000249474
8589000	8624000	0.000202004	0.000211523
8596000	8631000	0.000199943	0.000208511
8603000	8638000	0.00022499	0.000235685
8610000	8645000	0.000209991	0.00022065
8617000	8652000	0.000159936	0.000168124
8624000	8659000	0.000196738	0.000218004
8631000	8666000	0.000287255	0.000332588
8638000	8673000	0.000282234	0.000342551
8645000	8680000	0.000319386	0.000404453
8652000	8687000	0.000320584	0.000405748
8659000	8694000	0.000294703	0.000368898
8666000	8701000	0.000200386	0.000251613
8673000	8708000	0.000145218	0.000177634
8680000	8715000	9.31E-05	0.000100367
8687000	8722000	9.49E-05	0.000102141
8694000	8729000	8.81E-05	9.29E-05
8701000	8736000	9.36E-05	9.87E-05
8708000	8743000	0.000104995	0.000110835
8715000	8750000	7.50E-05	7.91E-05
8722000	8757000	7.01E-05	7.41E-05
8729000	8764000	4.12E-05	4.44E-05
8736000	8771000	4.05E-05	4.27E-05
8743000	8778000	0.000119995	0.000131379
8750000	8785000	0.000134994	0.000146602
8757000	8792000	0.000194401	0.000211418
8764000	8799000	0.00022499	0.000244246
8771000	8806000	0.000253757	0.000279642
8778000	8813000	0.000169791	0.000185719
8785000	8820000	0.000184791	0.000201958
8792000	8827000	0.000161412	0.000176495
8799000	8834000	0.0002178	0.000240654
8806000	8841000	0.000285959	0.000312829
8813000	8848000	0.000276257	0.000302798
8820000	8855000	0.000306256	0.000334252
8827000	8862000	0.000300226	0.000327324
8834000	8869000	0.000241829	0.000259566
8841000	8876000	0.000125292	0.00013162
8848000	8883000	0.000139025	0.0001454
8855000	8890000	9.00E-05	9.39E-05
8862000	8897000	6.00E-05	6.14E-05
8869000	8904000	3.14E-05	3.22E-05
8876000	8911000	3.00E-05	3.08E-05
8883000	8918000	4.10E-05	4.20E-05
8890000	8925000	0.000104995	0.000108808
8897000	8932000	0.0001274	0.000131576
8904000	8939000	0.000195658	0.000206023
8911000	8946000	0.000234549	0.000247957
8918000	8953000	0.00021299	0.0002259
8925000	8960000	0.000167552	0.000178605
8932000	8967000	0.000205712	0.000223852
8939000	8974000	0.000163535	0.000176445
8946000	8981000	0.000301698	0.000411802
8953000	8988000	0.000348077	0.000464469
8960000	8995000	0.000348518	0.000465781
8967000	9002000	0.000287952	0.000397766
8974000	9009000	0.000298839	0.000410087
8981000	9016000	0.000185587	0.000201342
8988000	9023000	0.000164993	0.000175893
8995000	9030000	0.000246936	0.000260897
9002000	9037000	0.000246936	0.000260897
9009000	9044000	0.000350971	0.000395921
9016000	9051000	0.00030329	0.000345421
9023000	9058000	0.000377416	0.000432374
9030000	9065000	0.000325157	0.000386805
9037000	9072000	0.000446658	0.000530923
9044000	9079000	0.000350653	0.000403816
9051000	9086000	0.000400881	0.000476227
9058000	9093000	0.000307531	0.000369111
9065000	9100000	0.00027258	0.000323575
9072000	9107000	0.000173177	0.000205438
9079000	9114000	0.000203404	0.000240433
9086000	9121000	0.000270802	0.000299236
9093000	9128000	0.00033793	0.000375844
9100000	9135000	0.00034343	0.000382392
9107000	9142000	0.000391331	0.000431657
9114000	9149000	0.000364611	0.000403715
9121000	9156000	0.000260863	0.000286837
9128000	9163000	0.000232808	0.000250526
9135000	9170000	0.000232574	0.000248659
9142000	9177000	0.000177576	0.000188605
9149000	9184000	0.00012907	0.000134274
9156000	9191000	0.00011371	0.000117251
9163000	9198000	0.000104995	0.000111299
9170000	9205000	0.000183464	0.000195879
9177000	9212000	0.000275898	0.00029457
9184000	9219000	0.000282588	0.000301443
9191000	9226000	0.000478467	0.000543501
9198000	9233000	0.000434694	0.000495133
9205000	9240000	0.00038781	0.000447163
9212000	9247000	0.000324715	0.000388666
9219000	9254000	0.00034188	0.000407343
9226000	9261000	0.000177947	0.000199812
9233000	9268000	0.000241644	0.000275384
9240000	9275000	0.000211659	0.00024215
9247000	9282000	0.000190375	0.000211059
9254000	9289000	0.000214222	0.000237436
9261000	9296000	0.000190077	0.000212459
9268000	9303000	0.000124793	0.000135265
9275000	9310000	0.000108194	0.000116342
9282000	9317000	8.82E-05	9.53E-05
9289000	9324000	7.49E-05	8.19E-05
9296000	9331000	5.91E-05	6.44E-05
9303000	9338000	9.35E-05	0.000105719
9310000	9345000	9.35E-05	0.000105709
9317000	9352000	0.000141617	0.000158684
9324000	9359000	0.000174544	0.000189978
9331000	9366000	0.000337891	0.000402497
9338000	9373000	0.000358271	0.000427385
9345000	9380000	0.000354849	0.000425707
9352000	9387000	0.000333648	0.000401491
9359000	9394000	0.000302466	0.000370768
9366000	9401000	0.000186816	0.000209703
9373000	9408000	0.000217769	0.000234906
9380000	9415000	0.000209991	0.000225233
9387000	9422000	0.000179992	0.000193205
9394000	9429000	0.000180479	0.000192936
9401000	9436000	0.000195439	0.00020752
9408000	9443000	0.000155338	0.000164222
9415000	9450000	0.000195865	0.000209498
9422000	9457000	0.000240863	0.000257516
9429000	9464000	0.000204267	0.000218662
9436000	9471000	0.000179992	0.000191831
9443000	9478000	0.000197852	0.000213701
9450000	9485000	0.000185908	0.000203299
9457000	9492000	0.000157509	0.000173861
9464000	9499000	0.000157509	0.000173861
9471000	9506000	0.000147398	0.000165307
9478000	9513000	0.000110578	0.000123507
9485000	9520000	7.82E-05	8.48E-05
9492000	9527000	9.48E-05	0.000103362
9499000	9534000	0.000126947	0.000139708
9506000	9541000	0.000122059	0.000133222
9513000	9548000	0.000110348	0.000120917
9520000	9555000	0.000209636	0.000254103
9527000	9562000	0.000177549	0.000218113
9534000	9569000	0.000264281	0.000312416
9541000	9576000	0.000249708	0.000297342
9548000	9583000	0.000250255	0.000297461
9555000	9590000	0.000166513	0.000180762
9562000	9597000	0.000204255	0.000220063
9569000	9604000	0.00010761	0.000113129
9576000	9611000	0.000179988	0.000194569
9583000	9618000	0.000202255	0.000222569
9590000	9625000	0.000217254	0.000237987
9597000	9632000	0.00022825	0.000260705
9604000	9639000	0.000228421	0.000261034
9611000	9646000	0.000255149	0.000287679
9618000	9653000	0.000231498	0.000258924
9625000	9660000	0.000202884	0.000229073
9632000	9667000	0.000153583	0.000166442
9639000	9674000	0.000133936	0.000145539
9646000	9681000	0.000105461	0.000140107
9653000	9688000	9.92E-05	0.000134054
9660000	9695000	0.000138439	0.000181911
9667000	9702000	0.000195723	0.00024254
9674000	9709000	0.000199753	0.000246738
9681000	9716000	0.0001846	0.000204665
9688000	9723000	0.000212347	0.00023488
9695000	9730000	0.000198227	0.000215155
9702000	9737000	0.000155943	0.000170445
9709000	9744000	0.000192145	0.000211662
9716000	9751000	0.000178098	0.00019475
9723000	9758000	0.000162551	0.00017637
9730000	9765000	0.000167526	0.000180162
9737000	9772000	0.000151979	0.000163684
9744000	9779000	0.000123982	0.000130944
9751000	9786000	9.71E-05	0.000102615
9758000	9793000	0.000112538	0.000118936
9765000	9800000	0.000135257	0.000143862
9772000	9807000	0.000135257	0.000143862
9779000	9814000	0.000150256	0.000159507
9786000	9821000	0.000120257	0.000127724
9793000	9828000	0.000114696	0.000121038
9800000	9835000	8.31E-05	8.71E-05
9807000	9842000	0.000104995	0.00011064
9814000	9849000	9.00E-05	9.48E-05
9821000	9856000	0.000149993	0.000161678
9828000	9863000	0.000134994	0.000146897
9835000	9870000	0.000111886	0.00012196
9842000	9877000	0.000118651	0.000128371
9849000	9884000	0.000134994	0.000146581
9856000	9891000	9.00E-05	9.53E-05
9863000	9898000	0.000104995	0.000110399
9870000	9905000	0.000104995	0.000110399
9877000	9912000	9.13E-05	9.55E-05
9884000	9919000	6.73E-05	6.93E-05
9891000	9926000	6.81E-05	7.03E-05
9898000	9933000	9.21E-05	0.000101211
9905000	9940000	0.000105989	0.000115601
9912000	9947000	0.000101029	0.00011108
9919000	9954000	0.000189808	0.000206543
9926000	9961000	0.000344404	0.000413924
9933000	9968000	0.000484981	0.000619734
9940000	9975000	0.000494111	0.000629034
9947000	9982000	0.00048463	0.000619093
9954000	9989000	0.000407712	0.000538469
9961000	9996000	0.000239889	0.000317395
9968000	10003000	6.45E-05	7.25E-05
9975000	10010000	4.40E-05	5.17E-05
9982000	10017000	4.60E-05	5.39E-05
9989000	10024000	6.26E-05	7.37E-05
9996000	10031000	0.000107307	0.000123484
10003000	10038000	0.000118143	0.000133084
10010000	10045000	0.000175577	0.000193512
10017000	10052000	0.000173013	0.000190642
10024000	10059000	0.000174982	0.000189371
10031000	10066000	0.000161731	0.000173765
10038000	10073000	0.00014177	0.000151878
10045000	10080000	9.00E-05	9.73E-05
10052000	10087000	0.000104995	0.000112938
10059000	10094000	7.55E-05	8.07E-05
10066000	10101000	6.33E-05	6.76E-05
10073000	10108000	8.32E-05	8.84E-05
10080000	10115000	0.000119995	0.000127372
10087000	10122000	0.000135168	0.000143441
10094000	10129000	0.000233723	0.000247709
10101000	10136000	0.000241216	0.000255037
10108000	10143000	0.000226744	0.000240383
10115000	10150000	0.000197272	0.000209564
10122000	10157000	0.000177777	0.000189177
10129000	10164000	9.13E-05	9.88E-05
10136000	10171000	6.26E-05	6.81E-05
10143000	10178000	0.000137628	0.000147273
10150000	10185000	0.000122628	0.000130996
10157000	10192000	0.000157476	0.00017058
10164000	10199000	0.000137965	0.000148843
10171000	10206000	0.000139943	0.000151009
10178000	10213000	5.19E-05	5.78E-05
10185000	10220000	6.91E-05	7.65E-05
10192000	10227000	2.61E-05	2.83E-05
10199000	10234000	5.78E-05	6.41E-05
10206000	10241000	8.78E-05	9.79E-05
10213000	10248000	0.000102757	0.000114755
10220000	10255000	0.000116355	0.000128223
10227000	10262000	0.000129376	0.000141485
10234000	10269000	0.000112398	0.000120876
10241000	10276000	8.73E-05	9.22E-05
10248000	10283000	7.84E-05	8.18E-05
10255000	10290000	4.76E-05	4.96E-05
10262000	10297000	0.000100515	0.000110286
10269000	10304000	9.31E-05	0.000102576
10276000	10311000	0.000154186	0.00016737
10283000	10318000	0.000207456	0.000223745
10290000	10325000	0.000261128	0.000280902
10297000	10332000	0.000269792	0.000284765
10304000	10339000	0.000291706	0.000307646
10311000	10346000	0.000223157	0.000234973
10318000	10353000	0.000208895	0.00022021
10325000	10360000	0.000167069	0.000175578
10332000	10367000	0.000104995	0.000110286
10339000	10374000	0.000134994	0.000142148
10346000	10381000	0.000134994	0.000142148
10353000	10388000	0.000102369	0.000107049
10360000	10395000	0.000104995	0.00010919
10367000	10402000	0.000119995	0.000124871
10374000	10409000	6.00E-05	6.18E-05
10381000	10416000	7.50E-05	7.76E-05
10388000	10423000	8.54E-05	8.86E-05
10395000	10430000	7.50E-05	7.83E-05
10402000	10437000	9.00E-05	9.44E-05
10409000	10444000	0.000109752	0.000114977
10416000	10451000	0.000149993	0.000158044
10423000	10458000	0.000169607	0.000179268
10430000	10465000	0.000209662	0.000220338
10437000	10472000	0.000194991	0.000204383
10444000	10479000	0.000205234	0.00021515
10451000	10486000	0.000179992	0.00018764
10458000	10493000	0.000189855	0.000200923
10465000	10500000	0.000199095	0.000214753
10472000	10507000	0.000215365	0.000235838
10479000	10514000	0.000221828	0.000244908
10486000	10521000	0.000284987	0.000317006
10493000	10528000	0.000386418	0.000445249
10500000	10535000	0.00050244	0.000612778
10507000	10542000	0.000504041	0.000615252
10514000	10549000	0.000522179	0.000631721
10521000	10556000	0.000479417	0.000580789
10528000	10563000	0.000353124	0.000423164
10535000	10570000	0.00021319	0.000226594
10542000	10577000	0.000179992	0.000187788
10549000	10584000	0.00017039	0.000178449
10556000	10591000	0.000119995	0.00012591
10563000	10598000	0.000119995	0.000126194
10570000	10605000	0.000150803	0.000165505
10577000	10612000	0.000154197	0.000169044
10584000	10619000	0.000139197	0.000152308
10591000	10626000	0.000218759	0.000242529
10598000	10633000	0.000252091	0.000276061
10605000	10640000	0.000204549	0.000220851
10612000	10647000	0.000261153	0.000282675
10619000	10654000	0.000246154	0.000267655
10626000	10661000	0.000226589	0.000248932
10633000	10668000	0.000163259	0.000183343
10640000	10675000	0.000164993	0.000185049
10647000	10682000	0.000217407	0.000259334
10654000	10689000	0.00032366	0.000400376
10661000	10696000	0.000297343	0.000364281
10668000	10703000	0.000385803	0.000477403
10675000	10710000	0.000459772	0.000566113
10682000	10717000	0.000470142	0.00059359
10689000	10724000	0.000566075	0.000746469
10696000	10731000	0.000547394	0.000726154
10703000	10738000	0.000458934	0.000613032
10710000	10745000	0.000401564	0.000542238
10717000	10752000	0.000337122	0.000439038
10724000	10759000	0.000157778	0.000173419
10731000	10766000	0.000315383	0.000390934
10738000	10773000	0.00052466	0.000762197
10745000	10780000	0.000575791	0.000835679
10752000	10787000	0.000518664	0.000772395
10759000	10794000	0.00049417	0.000743808
10766000	10801000	0.000340242	0.000532208
10773000	10808000	0.000225991	0.000267006
10780000	10815000	0.000269223	0.000426415
10787000	10822000	0.000343549	0.000668773
10794000	10829000	0.000428633	0.0009267
10801000	10836000	0.000473804	0.001081788
10808000	10843000	0.000468773	0.001078096
10815000	10850000	0.000342812	0.000810733
10822000	10857000	0.000338241	0.000653065
10829000	10864000	0.000271312	0.000412106
10836000	10871000	0.000253214	0.000289645
10843000	10878000	0.000226384	0.00027706
10850000	10885000	0.000305257	0.000405563
10857000	10892000	0.000252648	0.000353255
10864000	10899000	0.000376133	0.000682066
10871000	10906000	0.00037541	0.000675794
10878000	10913000	0.000468965	0.000845951
10885000	10920000	0.000463822	0.00081583
10892000	10927000	0.000536973	0.000943372
10899000	10934000	0.000382562	0.000582643
10906000	10941000	0.000352535	0.000550493
10913000	10948000	0.000195814	0.000290552
10920000	10955000	0.000168315	0.000243434
10927000	10962000	0.000234757	0.000377764
10934000	10969000	0.000260927	0.000409094
10941000	10976000	0.000265642	0.000417202
10948000	10983000	0.000280736	0.000434878
10955000	10990000	0.000252581	0.000404663
10962000	10997000	0.000114258	0.000136473
10969000	11004000	0.000128377	0.000153912
10976000	11011000	0.000129102	0.000154107
10983000	11018000	0.000126234	0.000151296
10990000	11025000	0.000120383	0.000145111
10997000	11032000	0.000117147	0.000141505
11004000	11039000	9.85E-05	0.000119256
11011000	11046000	0.000106497	0.000134373
11018000	11053000	0.000136022	0.000180261
11025000	11060000	0.000170768	0.000228896
11032000	11067000	0.000184711	0.000246019
11039000	11074000	0.000189421	0.000252839
11046000	11081000	0.000188111	0.000249185
11053000	11088000	0.000210611	0.000271608
11060000	11095000	0.000278975	0.000361157
11067000	11102000	0.000281996	0.000370157
11074000	11109000	0.000278339	0.00036123
11081000	11116000	0.00040274	0.000551579
11088000	11123000	0.000463646	0.000634244
11095000	11130000	0.000348311	0.000481195
11102000	11137000	0.000299953	0.000416158
11109000	11144000	0.000326974	0.000451199
11116000	11151000	0.000321723	0.000450389
11123000	11158000	0.000279245	0.000377867
11130000	11165000	0.00041894	0.000613407
11137000	11172000	0.000466271	0.000668438
11144000	11179000	0.000424778	0.0006175
11151000	11186000	0.000319599	0.000434744
11158000	11193000	0.00026692	0.000373331
11165000	11200000	0.000274268	0.000325217
11172000	11207000	0.000301855	0.000378648
11179000	11214000	0.00036705	0.000478425
11186000	11221000	0.000498424	0.000732766
11193000	11228000	0.000574389	0.000823137
11200000	11235000	0.000556835	0.000828348
11207000	11242000	0.000495012	0.000737124
11214000	11249000	0.000481113	0.000748362
11221000	11256000	0.000494493	0.000845574
11228000	11263000	0.000491367	0.000894848
11235000	11270000	0.000458441	0.000842038
11242000	11277000	0.000493033	0.000872963
11249000	11284000	0.000462165	0.000782464
11256000	11291000	0.000428331	0.000553786
11263000	11298000	0.000521626	0.000765691
11270000	11305000	0.000529069	0.000844859
11277000	11312000	0.00057823	0.001015524
11284000	11319000	0.00061539	0.001128627
11291000	11326000	0.000616708	0.001263568
11298000	11333000	0.000625231	0.001207486
11305000	11340000	0.000545857	0.001018411
11312000	11347000	0.000514923	0.000885898
11319000	11354000	0.000538765	0.000845057
11326000	11361000	0.00046868	0.000641707
11333000	11368000	0.000504903	0.000603201
11340000	11375000	0.000498606	0.000593093
11347000	11382000	0.000685426	0.000918399
11354000	11389000	0.000632907	0.000855734
11361000	11396000	0.000556945	0.000766912
11368000	11403000	0.000316067	0.000478044
11375000	11410000	0.000312732	0.000473453
11382000	11417000	0.000117411	0.000127987
11389000	11424000	0.000287383	0.000509777
11396000	11431000	0.000441911	0.000696972
11403000	11438000	0.000524419	0.000800008
11410000	11445000	0.00057617	0.000889125
11417000	11452000	0.000602584	0.000953334
11424000	11459000	0.000525594	0.000698124
11431000	11466000	0.000514707	0.000680738
11438000	11473000	0.000465362	0.000613251
11445000	11480000	0.000431667	0.000543389
11452000	11487000	0.000459135	0.000541473
11459000	11494000	0.000355785	0.000404539
11466000	11501000	0.000253997	0.000279706
11473000	11508000	0.000269988	0.000297712
11480000	11515000	0.000236933	0.000263237
11487000	11522000	0.000155635	0.000167276
11494000	11529000	0.000185452	0.00020253
11501000	11536000	0.000169149	0.000183576
11508000	11543000	0.000269008	0.00037323
11515000	11550000	0.00044882	0.000596059
11522000	11557000	0.000480317	0.000629237
11529000	11564000	0.000527186	0.000695872
11536000	11571000	0.000530109	0.000706886
11543000	11578000	0.000414881	0.000502686
11550000	11585000	0.000383416	0.000510836
11557000	11592000	0.000383912	0.000524334
11564000	11599000	0.000410802	0.000583556
11571000	11606000	0.000582825	0.000811773
11578000	11613000	0.000612467	0.000838225
11585000	11620000	0.000652111	0.00088837
11592000	11627000	0.00063152	0.000860852
11599000	11634000	0.000574793	0.000762433
11606000	11641000	0.000414741	0.000549082
11613000	11648000	0.000381887	0.00052064
11620000	11655000	0.000373571	0.000527202
11627000	11662000	0.000496434	0.000753492
11634000	11669000	0.000478323	0.000722174
11641000	11676000	0.00046714	0.000724289
11648000	11683000	0.000576891	0.00094424
11655000	11690000	0.000461992	0.000725533
11662000	11697000	0.000330816	0.000487018
11669000	11704000	0.000289748	0.00044268
11676000	11711000	0.000290339	0.000420202
11683000	11718000	0.000271033	0.00030675
11690000	11725000	0.000234026	0.000266407
11697000	11732000	0.000230939	0.000258361
11704000	11739000	0.000260938	0.000289488
11711000	11746000	0.000238785	0.0002671
11718000	11753000	0.000223085	0.00024763
11725000	11760000	0.000283179	0.000321998
11732000	11767000	0.000315308	0.000359385
11739000	11774000	0.000300743	0.000343465
11746000	11781000	0.000330742	0.000375036
11753000	11788000	0.000270422	0.000297404
11760000	11795000	0.000229712	0.000246343
11767000	11802000	0.000233044	0.000249215
11774000	11809000	0.000211227	0.000226891
11781000	11816000	0.000204587	0.000218326
11788000	11823000	0.000319091	0.00037735
11795000	11830000	0.000297341	0.000354127
11802000	11837000	0.000246881	0.000297687
11809000	11844000	0.000444106	0.000576622
11816000	11851000	0.000562498	0.000844772
11823000	11858000	0.000459336	0.000714028
11830000	11865000	0.000504827	0.000760668
11837000	11872000	0.000498856	0.000754795
11844000	11879000	0.000334319	0.000514445
11851000	11886000	0.000182092	0.000211289
11858000	11893000	0.000153022	0.000164789
11865000	11900000	0.000185256	0.00020957
11872000	11907000	0.00027598	0.000326274
11879000	11914000	0.000328306	0.000392894
11886000	11921000	0.000340763	0.000406675
11893000	11928000	0.000544594	0.000662239
11900000	11935000	0.000560532	0.000695075
11907000	11942000	0.000592424	0.000734287
11914000	11949000	0.000661509	0.00082841
11921000	11956000	0.000699025	0.000871769
11928000	11963000	0.000484043	0.000605767
11935000	11970000	0.000396653	0.000487581
11942000	11977000	0.000322207	0.000386722
11949000	11984000	0.00020449	0.000226534
11956000	11991000	0.000230777	0.000253562
11963000	11998000	0.000329681	0.000387173
11970000	12005000	0.000334411	0.000390787
11977000	12012000	0.000292212	0.000342228
11984000	12019000	0.000292504	0.000340749
11991000	12026000	0.00022672	0.000267113
11998000	12033000	0.000126695	0.000131561
12005000	12040000	0.000278987	0.000399314
12012000	12047000	0.000277351	0.000400666
12019000	12054000	0.000289675	0.000415354
12026000	12061000	0.000373965	0.000521225
12033000	12068000	0.000476207	0.000684359
12040000	12075000	0.00041308	0.000570421
12047000	12082000	0.00059016	0.000844194
12054000	12089000	0.000619295	0.000897157
12061000	12096000	0.0005673	0.000829672
12068000	12103000	0.000493904	0.000702898
12075000	12110000	0.000509342	0.000716213
12082000	12117000	0.000370675	0.000481807
12089000	12124000	0.000391889	0.000517934
12096000	12131000	0.000476891	0.000619003
12103000	12138000	0.000476961	0.000613051
12110000	12145000	0.000364715	0.000438216
12117000	12152000	0.000314721	0.000383587
12124000	12159000	0.000290785	0.000370608
12131000	12166000	0.000353135	0.000481756
12138000	12173000	0.000354902	0.000490643
12145000	12180000	0.000348884	0.000483217
12152000	12187000	0.000382331	0.00051867
12159000	12194000	0.000368743	0.000485038
12166000	12201000	0.00027008	0.000361329
12173000	12208000	0.000326068	0.000438477
12180000	12215000	0.00045786	0.000654081
12187000	12222000	0.000505251	0.000732808
12194000	12229000	0.000515542	0.000715176
12201000	12236000	0.000556911	0.000771934
12208000	12243000	0.00045524	0.000639675
12215000	12250000	0.0003007	0.000400797
12222000	12257000	0.000218839	0.000285501
12229000	12264000	0.000333027	0.000555435
12236000	12271000	0.000209259	0.000375094
12243000	12278000	0.000370438	0.00060871
12250000	12285000	0.000517425	0.000815223
12257000	12292000	0.000637459	0.000982433
12264000	12299000	0.000500503	0.000686666
12271000	12306000	0.000516919	0.000701134
12278000	12313000	0.000370739	0.000483074
12285000	12320000	0.000257917	0.00031438
12292000	12327000	0.000165826	0.000181011
12299000	12334000	0.000160542	0.000176306
12306000	12341000	0.000171606	0.000187286
12313000	12348000	0.000188807	0.000206518
12320000	12355000	0.000203483	0.000222349
12327000	12362000	0.000221983	0.000237513
12334000	12369000	0.000186505	0.000200544
12341000	12376000	0.000149667	0.000161359
12348000	12383000	0.000263489	0.000359785
12355000	12390000	0.00034826	0.000496583
12362000	12397000	0.000512049	0.000751968
12369000	12404000	0.000540277	0.000783155
12376000	12411000	0.000536053	0.000778493
12383000	12418000	0.000502112	0.000681158
12390000	12425000	0.000396625	0.000521018
12397000	12432000	0.000274877	0.000315303
12404000	12439000	0.00027033	0.000309792
12411000	12446000	0.000295969	0.000337013
12418000	12453000	0.000213886	0.000231431
12425000	12460000	0.000215759	0.000231702
12432000	12467000	0.000241111	0.000273236
12439000	12474000	0.000282647	0.000336412
12446000	12481000	0.000347443	0.000406778
12453000	12488000	0.000332444	0.000391703
12460000	12495000	0.000361788	0.000427312
12467000	12502000	0.000267363	0.000309058
12474000	12509000	0.00020408	0.000222326
12481000	12516000	0.000162779	0.000182374
12488000	12523000	0.000186765	0.000213425
12495000	12530000	0.000142323	0.000162355
12502000	12537000	0.000192578	0.000218204
12509000	12544000	0.000184091	0.000208849
12516000	12551000	0.000151104	0.000168069
12523000	12558000	0.000127117	0.000137352
12530000	12565000	0.000123224	0.00013365
12537000	12572000	7.18E-05	7.50E-05
12544000	12579000	0.000174647	0.000187354
12551000	12586000	0.000243375	0.00026998
12558000	12593000	0.00024349	0.000269629
12565000	12600000	0.000247711	0.000273555
12572000	12607000	0.000283266	0.000325069
12579000	12614000	0.000200142	0.00023774
12586000	12621000	0.000150394	0.000185796
12593000	12628000	0.000291909	0.000417017
12600000	12635000	0.000424808	0.00063394
12607000	12642000	0.000414547	0.000627439
12614000	12649000	0.000457736	0.000698209
12621000	12656000	0.000472483	0.000719797
12628000	12663000	0.000382209	0.00057912
12635000	12670000	0.000328718	0.000501933
12642000	12677000	0.00040293	0.000630988
12649000	12684000	0.000411433	0.000645928
12656000	12691000	0.000428966	0.000679456
12663000	12698000	0.000391139	0.000614825
12670000	12705000	0.000459431	0.0006908
12677000	12712000	0.000480468	0.000693333
12684000	12719000	0.000438663	0.000634258
12691000	12726000	0.000439425	0.000639858
12698000	12733000	0.000463978	0.000681393
12705000	12740000	0.000358141	0.000531322
12712000	12747000	0.000301219	0.000461871
12719000	12754000	0.000320064	0.00049288
12726000	12761000	0.000356202	0.000519792
12733000	12768000	0.000410571	0.000600125
12740000	12775000	0.00039052	0.000576716
12747000	12782000	0.000343748	0.000505489
12754000	12789000	0.00036366	0.000526785
12761000	12796000	0.000304857	0.000461642
12768000	12803000	0.000261986	0.000403478
12775000	12810000	0.00027505	0.000429503
12782000	12817000	0.000295722	0.000461955
12789000	12824000	0.000262487	0.000421149
12796000	12831000	0.00029581	0.000465813
12803000	12838000	0.000469379	0.000730817
12810000	12845000	0.000580789	0.000890639
12817000	12852000	0.000583124	0.000886394
12824000	12859000	0.000623592	0.000928715
12831000	12866000	0.00065256	0.000964896
12838000	12873000	0.000528597	0.00075174
12845000	12880000	0.00042238	0.0005739
12852000	12887000	0.000425974	0.000566876
12859000	12894000	0.000398322	0.000512243
12866000	12901000	0.000337344	0.000410197
12873000	12908000	0.000229362	0.000259816
12880000	12915000	0.000222319	0.000248478
12887000	12922000	0.000180235	0.000192688
12894000	12929000	0.00013036	0.000139823
12901000	12936000	9.00E-05	9.78E-05
12908000	12943000	0.000113792	0.000123774
12915000	12950000	0.000158796	0.000177612
12922000	12957000	0.00019492	0.000221253
12929000	12964000	0.000297992	0.000346537
12936000	12971000	0.000322	0.000374426
12943000	12978000	0.000440148	0.000535075
12950000	12985000	0.00036189	0.000442812
12957000	12992000	0.000320405	0.000393714
12964000	12999000	0.000241753	0.000307611
12971000	13006000	0.000330669	0.000455986
12978000	13013000	0.000272519	0.000359504
12985000	13020000	0.000275774	0.000362976
12992000	13027000	0.000320492	0.000414309
12999000	13034000	0.000317342	0.000398357
13006000	13041000	0.000236459	0.000256539
13013000	13048000	0.000185359	0.000200851
13020000	13055000	0.000184319	0.00020054
13027000	13062000	0.000158066	0.000170432
13034000	13069000	0.000134994	0.000145189
13041000	13076000	0.00011154	0.000120422
13048000	13083000	0.000132602	0.000145426
13055000	13090000	0.000115388	0.00012645
13062000	13097000	8.19E-05	8.94E-05
13069000	13104000	0.000116267	0.000126148
13076000	13111000	0.000116227	0.000125223
13083000	13118000	7.13E-05	7.53E-05
13090000	13125000	9.22E-05	9.63E-05
13097000	13132000	0.000139226	0.000145911
13104000	13139000	0.000141812	0.000150483
13111000	13146000	0.00015064	0.000163334
13118000	13153000	0.000204982	0.000233363
13125000	13160000	0.000256151	0.000307484
13132000	13167000	0.000224139	0.000273706
13139000	13174000	0.000180284	0.000225211
13146000	13181000	0.000320714	0.00040106
13153000	13188000	0.000251935	0.000315803
13160000	13195000	0.000225779	0.000269994
13167000	13202000	0.000235434	0.000281133
13174000	13209000	0.000250433	0.000296689
13181000	13216000	8.62E-05	9.24E-05
13188000	13223000	0.000100612	0.000107401
13195000	13230000	9.92E-05	0.000104791
